0 1 2
8 96 1
8 105 1
8 109 3
8 124 2
8 131 1
8 157 1
8 159 1
8 163 1
8 173 1
8 219 2
8 263 4
8 278 1
8 279 1
8 293 1
8 295 2
8 301 1
8 339 1
8 438 3
8 439 1
8 449 1
8 478 4
8 487 1
8 560 1
8 605 5
8 606 1
8 631 1
8 738 1
8 775 5
8 817 2
8 887 1
8 969 1
8 1057 1
8 1093 1
8 1094 3
8 1121 4
8 1122 1
8 1287 1
8 1387 1
8 1389 1
8 1607 1
8 1608 1
8 1717 2
8 1718 1
8 2499 9
8 2678 2
8 2679 1
8 2898 1
8 3206 1
8 3207 3
8 3596 3
8 4163 1
8 4164 2
9 0 24
9 1 5
9 2 11
9 3 8
9 4 2
9 9 1
9 11 4
9 13 2
9 14 1
9 15 4
9 16 1
9 17 3
9 18 5
9 20 2
9 21 2
9 24 1
9 28 5
9 31 1
9 32 8
9 35 1
9 38 2
9 41 1
9 43 1
9 48 0
9 54 13
9 55 1
9 61 2
9 67 1
9 80 4
9 81 1
9 105 6
9 106 6
9 125 1
9 129 1
9 132 2
9 142 2
9 148 2
9 152 6
9 153 4
9 156 1
9 177 1
9 178 4
9 198 3
9 212 2
9 219 4
9 244 4
9 245 1
9 272 1
9 274 1
9 357 1
9 367 1
9 499 1
9 507 2
9 508 1
9 528 1
9 561 1
9 562 1
9 570 1
9 590 1
9 605 2
9 607 2
9 662 1
9 677 1
9 700 5
9 739 1
9 753 1
9 1035 1
9 1251 2
9 1288 1
9 1609 1
9 1719 3
9 1720 1
9 2093 2
9 3208 1
9 3209 1
10 0 16
10 1 4
10 2 7
10 3 6
10 4 2
10 9 1
10 11 3
10 13 2
10 14 1
10 15 3
10 16 1
10 17 3
10 18 4
10 20 2
10 21 2
10 28 4
10 31 1
10 32 6
10 35 1
10 38 2
10 41 1
10 43 1
10 48 0
10 54 12
10 55 1
10 61 2
10 80 3
10 81 1
10 105 5
10 106 5
10 125 1
10 129 1
10 132 2
10 142 1
10 148 1
10 152 4
10 153 3
10 156 1
10 177 1
10 178 3
10 198 3
10 212 2
10 219 3
10 244 3
10 245 1
10 272 1
10 357 1
10 367 1
10 499 1
10 507 2
10 508 1
10 528 1
10 561 1
10 562 1
10 570 1
10 590 1
10 605 1
10 607 2
10 662 1
10 677 1
10 700 4
10 739 1
10 753 1
10 1035 1
10 1251 2
10 1288 1
10 1609 1
10 1719 2
10 1720 1
10 2093 2
10 3208 1
10 3209 1
11 0 8
11 1 4
11 2 4
11 3 6
11 4 1
11 9 1
11 11 3
11 13 1
11 15 3
11 16 1
11 17 1
11 18 2
11 19 1
11 21 1
11 24 2
11 28 2
11 32 4
11 34 1
11 37 1
11 38 1
11 39 1
11 42 1
11 43 4
11 52 3
11 54 4
11 67 1
11 80 1
11 82 1
11 83 1
11 85 2
11 105 1
11 106 4
11 119 1
11 142 1
11 148 1
11 152 3
11 153 3
11 156 1
11 169 3
11 198 1
11 219 1
11 229 1
11 236 1
11 244 7
11 245 1
11 256 1
11 272 1
11 295 1
11 310 1
11 318 1
11 330 1
11 364 1
11 428 1
11 449 1
11 463 1
11 464 1
11 488 1
11 500 1
11 516 1
11 528 2
11 559 1
11 561 1
11 580 1
11 677 1
11 700 1
11 701 1
11 720 1
11 754 1
11 911 1
11 1003 1
11 1004 1
11 1062 1
11 1063 1
11 1095 2
11 1391 1
11 1503 1
11 1508 1
11 1610 1
11 1719 1
11 1720 1
11 2341 1
11 2899 1
12 0 9
12 1 3
12 2 4
12 3 4
12 4 2
12 9 1
12 11 2
12 13 1
12 14 1
12 15 2
12 16 1
12 17 2
12 18 2
12 21 2
12 28 2
12 31 1
12 32 4
12 35 1
12 38 2
12 41 1
12 43 1
12 48 0
12 54 9
12 55 1
12 61 2
12 80 1
12 81 1
12 105 4
12 106 3
12 125 1
12 132 1
12 142 1
12 148 1
12 152 2
12 153 2
12 177 1
12 178 1
12 198 3
12 212 1
12 219 1
12 244 2
12 245 1
12 272 1
12 357 1
12 367 1
12 507 1
12 508 1
12 528 1
12 561 1
12 562 1
12 570 1
12 590 1
12 607 2
12 662 1
12 677 1
12 700 2
12 739 1
12 1035 1
12 1251 1
12 1288 1
12 1609 1
12 1719 1
12 2093 2
12 3208 1
12 3209 1
13 1 1
13 888 2
13 1252 1
13 1289 2
14 0 3
14 1 2
14 2 1
14 3 2
14 4 1
14 9 1
14 11 1
14 13 1
14 14 1
14 15 1
14 16 1
14 17 2
14 18 1
14 21 1
14 28 1
14 31 1
14 32 3
14 38 1
14 41 1
14 48 0
14 54 3
14 55 1
14 81 1
14 105 3
14 106 2
14 152 1
14 153 1
14 177 1
14 198 1
14 244 1
14 245 1
14 272 1
14 507 1
14 561 1
14 562 1
14 590 1
14 607 2
14 700 1
14 1035 1
14 2093 2
14 3208 1
14 3209 1
15 0 1
15 1 2
15 3 2
15 9 1
15 11 1
15 13 1
15 15 1
15 16 1
15 17 1
15 18 1
15 21 1
15 24 2
15 28 1
15 32 1
15 37 1
15 38 1
15 39 1
15 43 2
15 52 3
15 54 1
15 67 1
15 82 1
15 83 1
15 105 1
15 106 2
15 119 1
15 153 1
15 156 1
15 169 3
15 229 1
15 236 1
15 244 5
15 245 1
15 256 1
15 272 1
15 318 1
15 330 1
15 364 1
15 428 1
15 463 1
15 464 1
15 488 1
15 500 1
15 516 1
15 559 1
15 580 1
15 700 1
15 701 1
15 720 1
15 754 1
15 911 1
15 1004 1
15 1062 1
15 1063 1
15 1095 2
15 1503 1
15 1508 1
15 1610 1
15 1719 1
15 1720 1
15 2341 1
15 2899 1
16 0 31
16 1 6
16 2 16
16 3 11
16 11 5
16 14 2
16 15 1
16 16 1
16 17 1
16 19 1
16 21 1
16 45 2
16 48 1
16 52 1
16 61 1
16 63 1
16 74 2
16 98 2
16 106 1
16 110 2
16 119 1
16 142 1
16 148 1
16 158 10
16 185 1
16 236 1
16 261 4
16 280 1
16 296 1
16 304 5
16 336 2
16 350 1
16 382 5
16 415 4
16 420 1
16 478 6
16 488 1
16 568 2
16 569 1
16 581 2
16 607 2
16 629 1
16 648 1
16 662 1
16 678 1
16 772 6
16 852 2
16 911 2
16 970 1
16 1096 1
16 1123 2
16 1209 2
16 1290 1
16 1611 3
16 1843 1
16 1971 4
16 1972 3
16 2342 5
16 2500 3
16 2900 4
16 2901 4
16 3210 1
17 0 7
17 1 2
17 2 4
17 3 5
17 4 1
17 7 3
17 8 1
17 9 1
17 11 1
17 13 1
17 19 1
17 24 1
17 31 1
17 37 1
17 42 1
17 48 1
17 67 1
17 76 2
17 78 2
17 79 1
17 80 3
17 101 1
17 106 1
17 120 2
17 130 1
17 188 1
17 219 3
17 272 1
17 280 1
17 281 1
17 439 1
17 506 1
17 509 1
17 542 2
17 592 1
17 739 1
17 752 1
17 755 1
17 818 1
17 835 3
17 948 1
17 1005 1
17 1093 1
17 1124 1
17 1332 1
17 1509 3
17 1612 3
17 2094 1
17 2095 2
17 2501 1
17 2902 1
17 2903 1
17 3211 1
17 3212 1
17 3213 2
17 3214 2
17 3215 1
17 3216 1
17 3597 1
18 1 1
18 4 1
18 44 1
18 45 1
18 62 1
18 120 1
18 134 1
18 158 1
18 257 1
18 268 2
18 571 1
18 632 1
18 663 1
18 679 1
18 735 0
19 1 1
19 3 1
19 5 2
19 10 1
19 13 1
19 14 1
19 24 1
19 25 1
19 31 2
19 36 1
19 53 5
19 67 1
19 70 1
19 110 1
19 139 1
19 164 1
19 192 1
19 194 1
19 248 1
19 269 1
19 300 1
19 436 1
19 440 1
19 441 1
19 464 1
19 471 1
19 517 1
19 572 1
19 573 1
19 608 1
19 618 1
19 650 1
19 680 2
19 721 4
19 740 1
19 836 4
19 889 1
19 971 1
19 1036 1
19 1210 1
19 1291 1
19 2343 1
19 2344 1
19 3598 1
19 4165 1
19 4166 1
20 1 1
20 4 1
20 13 1
20 17 1
20 21 2
20 34 1
20 38 2
20 52 1
20 55 1
20 61 1
20 66 2
20 69 1
20 71 1
20 75 1
20 92 1
20 125 1
20 166 2
20 173 1
20 304 1
20 337 1
20 366 1
20 379 1
20 740 1
20 741 1
20 776 1
20 1064 1
20 1437 2
20 1613 1
20 2096 0
20 2208 3
20 2209 2
20 2210 1
20 2211 1
21 1 1
21 3 2
21 8 3
21 9 2
21 43 1
21 63 1
21 64 1
21 94 1
21 101 1
21 180 1
21 210 1
21 273 1
21 283 1
22 1 2
22 3 11
22 4 2
22 5 6
22 8 6
22 9 1
22 11 1
22 18 1
22 26 2
22 28 1
22 39 2
22 43 2
22 52 1
22 59 2
22 63 2
22 64 1
22 80 2
22 94 1
22 101 4
22 163 1
22 175 1
22 180 1
22 204 2
22 219 1
22 221 3
22 237 1
22 267 2
22 273 1
22 283 1
22 292 1
22 297 4
22 329 1
22 351 1
22 375 1
22 497 1
22 505 1
22 618 1
22 627 1
22 633 1
22 659 1
22 736 1
22 791 2
22 819 1
22 867 1
22 2092 2
22 2212 1
22 3203 1
22 3599 1
23 1 1
23 8 1
23 34 1
23 42 1
23 50 1
23 54 1
23 67 1
23 100 1
23 218 2
24 1 1
24 3 1
24 13 2
24 18 2
24 19 1
24 30 1
24 35 1
24 58 2
24 61 1
24 69 1
24 208 1
24 228 1
24 252 1
24 265 1
24 267 1
24 297 1
24 330 2
24 401 2
24 408 1
24 774 1
24 793 1
24 820 1
24 890 1
24 1253 1
24 1438 3
24 1504 0
24 2680 1
24 2904 1
24 4167 1
25 1 1
25 3 2
25 8 3
25 43 1
25 63 1
25 94 1
25 101 1
25 180 1
25 204 1
25 273 1
25 283 1
26 0 30
26 1 6
26 2 15
26 3 10
26 4 2
26 9 1
26 11 5
26 13 2
26 14 2
26 15 5
26 16 1
26 17 3
26 18 7
26 19 1
26 20 3
26 21 2
26 24 1
26 28 6
26 31 1
26 32 11
26 35 1
26 38 2
26 41 1
26 43 2
26 48 0
26 54 13
26 55 1
26 61 2
26 67 1
26 72 1
26 80 6
26 81 1
26 87 1
26 105 11
26 106 8
26 114 1
26 122 1
26 125 1
26 129 1
26 132 2
26 142 2
26 148 2
26 152 9
26 153 5
26 156 1
26 177 1
26 178 6
26 198 4
26 212 2
26 219 5
26 244 5
26 245 1
26 265 1
26 272 1
26 274 1
26 357 1
26 367 1
26 407 1
26 499 1
26 507 2
26 508 1
26 528 1
26 543 1
26 561 1
26 562 1
26 570 1
26 590 1
26 605 2
26 607 2
26 662 1
26 677 2
26 700 6
26 701 1
26 739 1
26 753 1
26 853 1
26 946 1
26 1006 1
26 1035 1
26 1251 2
26 1254 1
26 1288 1
26 1609 1
26 1719 4
26 1720 1
26 1973 1
26 2093 2
26 2502 1
26 2675 1
26 3208 1
26 3209 1
26 3217 1
27 1 1
27 9 2
27 62 2
27 64 2
27 157 1
27 158 1
27 191 1
27 301 1
27 319 1
27 339 1
27 348 1
27 756 2
27 949 0
27 1333 1
27 1614 1
27 1721 1
28 1 1
28 6 1
28 7 1
28 43 0
28 57 1
28 67 1
28 124 1
28 680 1
28 754 1
28 1292 2
29 1 1
29 4 1
29 8 1
29 44 1
29 45 1
29 62 1
29 120 1
29 134 1
29 158 1
29 268 2
29 571 1
29 632 0
29 663 1
29 679 1
29 1439 1
30 1 1
30 3 1
30 5 2
30 10 1
30 13 1
30 24 1
30 25 1
30 31 2
30 36 1
30 53 5
30 67 2
30 70 3
30 104 1
30 139 1
30 164 1
30 192 1
30 194 1
30 200 1
30 248 1
30 269 1
30 300 2
30 436 1
30 440 1
30 441 1
30 471 1
30 517 1
30 572 1
30 573 1
30 608 1
30 618 2
30 650 1
30 680 1
30 721 2
30 836 4
30 889 1
30 1036 1
30 1210 1
30 1291 1
30 1510 1
30 2343 1
30 2344 1
30 2681 1
30 3598 1
30 4165 1
30 4166 1
31 1 1
31 8 1
31 34 1
31 42 1
31 50 1
31 54 1
31 67 1
31 100 1
31 218 2
32 0 10
32 1 2
32 2 5
32 3 3
32 4 1
32 6 1
32 7 4
32 8 1
32 9 2
32 11 1
32 12 1
32 13 2
32 15 1
32 18 1
32 20 1
32 26 2
32 28 1
32 32 2
32 35 1
32 37 2
32 41 1
32 45 2
32 48 2
32 56 1
32 57 1
32 84 1
32 93 1
32 96 2
32 106 1
32 111 2
32 120 1
32 134 2
32 135 3
32 136 2
32 146 1
32 147 1
32 153 1
32 163 1
32 174 2
32 179 1
32 185 3
32 211 2
32 222 1
32 230 2
32 258 1
32 270 1
32 279 2
32 281 1
32 295 1
32 390 1
32 392 1
32 463 1
32 479 2
32 481 1
32 501 1
32 544 1
32 631 1
32 702 1
32 775 1
32 794 1
32 854 1
32 890 1
32 915 2
32 916 1
32 971 1
32 1097 1
32 1157 1
32 1255 1
32 1334 1
32 1511 1
32 1722 1
32 1844 1
32 1845 1
32 1846 1
32 2097 1
32 2213 0
32 2682 1
32 2905 1
32 3218 2
32 3600 2
33 1 1
33 4 1
33 7 1
33 8 1
33 9 1
33 13 1
33 26 1
33 35 1
33 37 1
33 48 1
33 84 1
33 96 1
33 111 1
33 134 2
33 135 2
33 136 1
33 147 1
33 163 1
33 174 1
33 185 2
33 211 2
33 258 1
33 295 1
33 479 1
33 631 1
33 890 1
33 915 1
33 1097 1
33 1334 1
33 1511 1
33 1722 1
33 1845 1
33 1846 1
33 2097 1
33 2213 0
33 2682 1
33 2905 1
34 1 1
34 6 5
34 7 1
34 9 1
34 18 1
34 24 1
34 61 1
34 115 1
34 116 1
34 135 1
34 211 1
34 221 1
34 347 1
34 356 1
34 379 1
34 380 1
34 428 1
34 510 2
34 777 1
34 1037 1
34 1038 1
34 1098 1
34 1251 1
34 2345 1
35 1 3
35 3 12
35 4 1
35 5 7
35 8 5
35 9 1
35 11 2
35 13 1
35 14 1
35 15 1
35 18 1
35 19 2
35 26 1
35 27 2
35 28 1
35 39 2
35 43 3
35 63 4
35 64 1
35 80 2
35 94 1
35 101 1
35 175 1
35 180 1
35 204 1
35 219 1
35 221 1
35 267 5
35 273 1
35 283 1
35 292 1
35 329 1
35 375 1
35 497 1
35 505 3
35 516 1
35 618 1
35 627 1
35 659 1
35 736 1
35 791 1
35 837 1
35 867 1
35 1504 2
35 2098 2
35 2214 2
35 2503 2
35 2906 1
35 3203 1
36 0 9
36 1 6
36 2 4
36 3 9
36 4 5
36 6 6
36 7 13
36 9 3
36 11 5
36 13 4
36 14 4
36 15 2
36 17 3
36 18 1
36 19 3
36 20 1
36 21 4
36 23 3
36 26 4
36 31 1
36 32 2
36 34 1
36 35 1
36 37 1
36 38 4
36 41 2
36 42 1
36 48 2
36 51 1
36 57 1
36 59 1
36 61 1
36 69 1
36 74 1
36 81 1
36 83 2
36 84 1
36 97 2
36 98 1
36 106 2
36 111 10
36 115 2
36 119 2
36 125 1
36 145 1
36 153 1
36 161 1
36 169 3
36 201 2
36 207 1
36 211 1
36 221 1
36 222 2
36 237 1
36 261 4
36 276 1
36 300 1
36 350 1
36 351 2
36 364 1
36 380 1
36 383 2
36 401 1
36 454 1
36 481 1
36 482 1
36 511 1
36 544 6
36 545 1
36 580 1
36 634 1
36 674 1
36 722 1
36 821 1
36 854 4
36 971 1
36 1039 1
36 1056 1
36 1094 2
36 1125 1
36 1157 3
36 1255 4
36 1335 1
36 1511 1
36 1722 1
36 1844 2
36 1846 2
36 2099 1
36 2100 1
36 2215 1
36 2346 1
36 2504 1
36 2907 1
36 3218 1
36 3219 1
36 3600 1
36 3601 2
36 4168 1
37 1 1
37 9 2
37 62 2
37 64 2
37 157 1
37 158 1
37 191 1
37 301 1
37 319 1
37 339 1
37 348 1
37 756 2
37 949 0
37 1333 1
37 1614 1
37 1721 1
38 1 1
38 4 2
38 12 1
38 13 1
38 17 2
38 24 1
38 35 1
38 37 1
38 41 1
38 42 2
38 43 6
38 56 1
38 67 4
38 74 1
38 117 1
38 124 6
38 125 1
38 159 2
38 178 2
38 186 1
38 209 2
38 220 1
38 274 1
38 290 1
38 311 1
38 393 1
38 402 1
38 439 1
38 464 1
38 479 1
38 509 1
38 593 1
38 647 1
38 664 1
38 681 8
38 703 1
38 870 2
38 917 2
38 1126 1
38 1256 1
38 1336 1
38 1337 1
38 1388 1
38 1722 1
38 1847 4
38 2101 2
38 2683 1
38 2908 0
38 3220 2
38 3221 2
38 3602 1
39 1 2
39 3 3
39 4 2
39 5 3
39 8 2
39 9 1
39 11 1
39 19 1
39 24 1
39 44 3
39 45 4
39 49 23
39 56 1
39 62 2
39 120 3
39 134 4
39 158 3
39 257 1
39 262 1
39 268 5
39 319 1
39 329 1
39 355 1
39 375 1
39 384 6
39 394 6
39 395 6
39 571 3
39 609 1
39 632 3
39 635 1
39 663 3
39 679 3
39 735 0
39 740 2
39 822 3
39 871 1
39 889 1
39 969 1
39 1007 1
39 1099 1
39 1126 1
39 1127 1
39 1158 2
39 1211 2
39 1338 1
39 1339 2
39 1512 1
39 1513 1
39 1615 1
39 1723 1
39 1724 1
39 1848 1
39 1974 1
39 1975 1
39 1976 1
39 1977 1
39 1978 1
39 2102 1
39 2103 1
39 2104 1
39 2216 1
39 2505 1
39 2684 1
39 2909 1
39 3603 1
40 1 1
40 4 1
40 44 1
40 45 1
40 62 1
40 120 2
40 134 1
40 158 1
40 257 1
40 268 2
40 571 1
40 632 1
40 663 1
40 679 1
40 735 0
41 1 1
41 8 1
41 34 1
41 42 1
41 50 1
41 54 1
41 67 1
41 100 1
41 218 2
42 1 1
42 3 2
42 8 3
42 63 1
42 67 1
42 94 1
42 101 1
42 180 1
42 204 1
42 273 1
42 283 1
43 0 1
43 1 2
43 2 1
43 3 1
43 4 1
43 11 1
43 13 1
43 15 1
43 19 1
43 21 2
43 34 1
43 36 3
43 37 1
43 42 1
43 50 0
43 62 3
43 75 1
43 78 1
43 109 3
43 122 1
43 125 1
43 139 1
43 149 1
43 210 3
43 329 2
43 331 1
43 375 1
43 442 1
43 580 1
43 581 1
43 823 3
43 972 1
43 1095 1
43 1159 2
43 1340 2
43 1514 1
43 1616 1
43 2217 2
43 2347 1
43 2910 1
43 3604 2
44 1 1
44 3 2
44 8 3
44 63 1
44 67 1
44 94 1
44 101 1
44 180 1
44 204 1
44 273 1
44 283 1
45 1 1
45 8 1
45 34 1
45 42 1
45 50 1
45 54 1
45 67 1
45 100 1
45 218 2
46 1 1
46 8 1
46 34 1
46 42 1
46 43 1
46 50 1
46 54 1
46 100 1
46 218 2
47 1 1
47 18 1
47 28 1
47 85 1
47 165 0
47 198 1
47 636 1
47 889 1
47 1160 3
48 1 1
48 4 2
48 13 1
48 17 1
48 24 1
48 27 1
48 42 1
48 76 1
48 97 1
48 125 1
48 159 0
48 164 2
48 177 1
48 181 1
48 201 1
48 210 1
48 216 1
48 265 2
48 274 1
48 313 1
48 376 1
48 409 1
48 441 5
48 455 1
48 637 1
48 682 1
48 868 1
48 1293 1
48 1341 1
48 1725 1
48 1971 1
48 2506 1
49 1 1
49 305 1
49 310 1
49 410 1
49 1100 2
49 1342 1
50 1 1
50 39 0
50 62 1
50 67 1
50 71 2
50 268 1
50 480 1
50 1161 1
50 1257 1
50 1338 1
50 1615 1
50 2348 1
51 1 1
51 4 1
51 9 1
51 12 1
51 44 1
51 45 1
51 59 1
51 62 1
51 89 1
51 116 1
51 120 1
51 134 2
51 136 0
51 158 1
51 268 2
51 290 1
51 450 1
51 568 1
51 571 1
51 632 1
51 663 1
51 679 1
51 918 1
51 973 1
51 1439 1
52 1 1
52 3 1
52 82 1
52 240 1
52 310 1
52 379 1
52 546 1
52 700 0
53 1 1
53 128 1
53 367 1
53 448 1
53 683 0
53 3605 1
54 1 1
54 3 6
54 8 6
54 63 1
54 67 1
54 94 3
54 101 3
54 180 3
54 204 3
54 633 3
54 753 3
54 971 1
55 1 1
55 8 1
55 34 1
55 42 1
55 50 1
55 54 1
55 67 1
55 100 1
55 218 2
56 0 22
56 1 3
56 2 11
56 3 9
56 4 1
56 6 2
56 7 5
56 8 1
56 9 2
56 11 2
56 12 1
56 13 2
56 15 3
56 18 2
56 20 1
56 26 2
56 28 2
56 32 4
56 35 1
56 37 2
56 41 1
56 45 2
56 48 2
56 56 1
56 57 1
56 84 1
56 93 2
56 96 2
56 106 2
56 111 3
56 115 1
56 120 1
56 134 2
56 135 5
56 136 2
56 146 2
56 147 1
56 152 1
56 153 2
56 163 1
56 174 2
56 175 1
56 179 1
56 185 4
56 211 2
56 222 2
56 230 3
56 258 1
56 261 1
56 270 2
56 279 2
56 281 1
56 295 1
56 306 1
56 390 1
56 392 1
56 463 1
56 479 2
56 481 1
56 501 1
56 544 2
56 631 1
56 702 1
56 775 1
56 794 1
56 854 2
56 890 1
56 915 3
56 916 1
56 971 1
56 1065 1
56 1097 1
56 1157 2
56 1162 1
56 1255 2
56 1334 1
56 1511 1
56 1722 1
56 1844 2
56 1845 1
56 1846 1
56 2097 1
56 2213 0
56 2682 1
56 2905 1
56 3218 2
56 3600 2
57 1 1
57 3 2
57 8 3
57 43 1
57 63 1
57 94 1
57 101 1
57 180 1
57 204 1
57 273 1
57 283 1
58 0 25
58 1 3
58 2 13
58 3 5
58 4 4
58 6 4
58 7 2
58 8 1
58 9 2
58 11 2
58 12 2
58 13 2
58 14 3
58 15 3
58 16 1
58 19 1
58 23 1
58 26 2
58 32 1
58 34 1
58 41 1
58 42 1
58 45 2
58 56 3
58 57 4
58 59 1
58 64 2
58 66 1
58 74 1
58 83 1
58 85 2
58 89 1
58 93 4
58 115 2
58 116 3
58 117 1
58 126 1
58 132 2
58 135 6
58 140 6
58 142 1
58 146 3
58 148 1
58 156 1
58 157 2
58 160 5
58 166 1
58 175 2
58 179 1
58 184 10
58 222 1
58 223 2
58 224 1
58 230 2
58 231 1
58 254 3
58 270 3
58 281 1
58 286 2
58 291 3
58 294 2
58 295 1
58 306 2
58 347 2
58 383 1
58 392 1
58 399 1
58 402 1
58 403 1
58 421 1
58 464 1
58 479 1
58 482 1
58 528 1
58 529 1
58 545 1
58 582 1
58 589 1
58 592 1
58 638 2
58 651 1
58 665 1
58 682 1
58 684 1
58 704 1
58 742 2
58 777 1
58 794 1
58 824 1
58 1008 6
58 1065 1
58 1066 1
58 1098 1
58 1101 1
58 1124 2
58 1128 1
58 1154 1
58 1162 1
58 1294 2
58 1332 1
58 1392 1
58 1440 2
58 1617 1
58 1618 1
58 2685 1
58 2892 1
58 2911 1
58 3222 4
58 3223 1
58 3224 1
59 1 1
59 6 2
59 30 1
59 43 1
59 67 1
59 124 1
59 140 1
59 297 0
59 680 1
59 753 1
59 754 1
59 1441 1
60 0 20
60 1 4
